Registro ANS,Razão Social,Nome Fantasia,CNPJ,registro_ans,cnpj,razao_social,nome_fantasia,ativa,email,site,representante_nome,representante_cargo,autorizacao_funcionamento_em,concessao_registro_definitivo_em,registrada_em,classificacao_sigla,classificacao_nome,segmentacao_sigla,segmentacao_nome,endereco_logradouro,endereco_numero,endereco_complemento,endereco_bairro,endereco_cep,endereco_municipio_codigo,endereco_municipio_nome,endereco_uf_sigla,endereco_valido,telefone_ddd,telefone_numero,fax_ddd,fax_numero,_links,erro
418170,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,QUALLITY PRÓ SAÚDE,09.433.795/0001-04,418170,09433795000104,QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.,QUALLITY PRÓ SAÚDE,True,dir.quallity@quallityprosaude.com.br,,MISAEL ALVES DA SILVA,ADMINISTRADOR,2012-03-28,2011-08-15,2011-08-15,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,SRTVS QD 701 CONJUNTO L ,38,"BLOCO 01, Nº 38, LOJAS 10 e 20, BLOCO 02",ASA SUL,70340906,530010,Brasília,DF,False,,,,30444408,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418170'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
419389,QV BENEFÍCIOS EM SAÚDE LTDA,QV BENEFÍCIOS,19.679.483/0001-20,419389,19679483000120,QV BENEFÍCIOS EM SAÚDE LTDA,QV BENEFÍCIOS,True,qvbeneficios@qvsaude.com.br,,SERGIO SOUTELINHO DE AMORIM,ADMINISTRADOR,2014-05-08,2014-05-05,2014-05-05,ADMBN,Administradora de Benefícios,,,RUA DO ROSÁRIO,1,SALA 601,CENTRO,20041003,330455,Rio de Janeiro,RJ,False,21,22121000,21,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/419389'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418196,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,13.785.956/0001-98,418196,13785956000198,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,True,caho8@hotmail.com,,CAMILA ALEJANDRA HENRIQUEZ OYARCE,SÓCIA ADMINISTRADORA,2011-09-15,2011-09-13,2011-09-13,ADMBN,Administradora de Benefícios,,,RUA SETE DE ABRIL,97,11 ANDAR,REPÚBLICA,01043000,355030,São Paulo,SP,False,,32188500,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418196'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418862,RBS PARTICIPAÇÕES S/A,,68.737.857/0001-22,418862,68737857000122,RBS PARTICIPAÇÕES S/A,,True,caf@gruporbs.com.br,,DEISY BORGES DE OLIVEIRA,REPRESENTANTE LEGAL,2013-10-04,2013-05-16,2013-05-16,AUTOG,Autogestão,AUTRH,Autogestão por RH,AV. ÉRICO VERÍSSIMO,400,,MENINO DEUS,90160180,431490,Porto Alegre,RS,False,51,32186234,51,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418862'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
331317,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,,34.269.803/0001-68,331317,34269803000168,REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,,True,presidencia@frg.com.br,www.frgsaude.com.br,CELSO ANTONIO GUIMARÃES,REPRESENTANTE LEGAL PERANTE A ANS,2010-09-03,2010-09-02,1999-01-05,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA MENA BARRETO,143,,BOTAFOGO,22271100,330455,Rio de Janeiro,RJ,False,21,25286912,21,25286938,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/331317'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
423513,REAL GRANDEZA SAÚDE,,42.115.166/0001-01,423513,42115166000101,REAL GRANDEZA SAÚDE,,True,rgs@frg.com.br,,CELSO ANTONIO GUIMARÃES,REPRESENTANTE LEGAL PERANTE A ANS,2023-02-28,2022-12-26,2022-12-26,AUTOG,Autogestão,AUTSM,Autogestão sem Mantenedor,RUA MENA BARRETO,143,ANDAR 8,BOTAFOGO,22271100,330455,Rio de Janeiro,RJ,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423513'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418773,RENASCER ADMINISTRADORA DE BENEFICIOS LTDA,,16.757.674/0001-75,418773,16757674000175,RENASCER ADMINISTRADORA DE BENEFICIOS LTDA,,True,leonardo@unimedicasaude.com,,LEANDRO DA SILVEIRA SANTOS,SÓCIO-ADMINISTRADOR,2013-01-15,2013-01-11,2013-01-11,ADMBN,Administradora de Benefícios,,,AVENIDA DAS AMERICAS,500,BLOCO 23 SALA 215,BARRA DA TIJUCA,22640100,330455,Rio de Janeiro,RJ,False,21,35531692,21,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418773'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418692,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,13.746.922/0001-94,418692,13746922000194,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA,True,resolveadm@resolveadministradora.com.br,,SARA JAMES DA SILVA MENESES,SOCIA ADMINISTRADORA,2012-12-12,2012-12-10,2012-12-10,ADMBN,Administradora de Benefícios,,,RUA TREZE DE MAIO,527,SALA AB,CENTRO,64001150,221100,Teresina,PI,False,86,30852160,86,32225809,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418692'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422878,RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA,RG SAÚDE,39.870.673/0001-38,422878,39870673000138,RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA,RG SAÚDE,True,ribeiroegoulart@gmail.com,,TIAGO HENRIQUE GOULART,diretor,2021-07-16,2021-07-09,2021-07-09,ADMBN,Administradora de Benefícios,,,RUA OMAR CINTRA DAMIÃO ,355,,VILA DINIZ,15013260,354980,São José do Rio Preto,SP,False,17,32238880,17,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422878'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
417149,RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA,,03.524.677/0001-17,417149,03524677000117,RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA,,True,parceriariberdente@hotmail.com,,RONALDO DONISETTI DE OLIVEIRA,SóCIO PROPRIETáRIO - ADMINISTR,2012-02-27,2009-11-25,2009-11-25,ODGRP,Odontologia de Grupo,SOP  ,Segmento proprio - SP,RUA LUIZ DA CUNHA,736,,VILA TIBéRIO,14050040,354340,Ribeirão Preto,SP,False,16,36258278,16,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/417149'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
421359,RIO DOCE SAÚDE,RIO DOCE SAÚDE,29.910.807/0001-43,421359,29910807000143,RIO DOCE SAÚDE,RIO DOCE SAÚDE,True,assessoria@riodocesaude.com.br,portal.riodocesaude.com.br,DALZISO ANTONIO ARMANI,Presidente,2018-11-14,2018-08-15,2018-08-15,MEGRP,Medicina de Grupo,SPP  ,Segmento primario principal - SPP,Avenida Presidente Vargas,1198,,Centro,29900210,320320,Linhares,ES,False,27,21031750,27,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/421359'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
420271,R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,FENIX MEDICAL,25.205.234/0001-04,420271,25205234000104,R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA,FENIX MEDICAL,True,assistenteadm@fenix.med.br,WWW.FENIX.MED.BR,ADALTON MURARO DELANHESI,SÓCIO ADMINISTRADOR,2017-03-10,2016-11-08,2016-11-08,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA PAULO ANTONIO DO NASCIMENTO,110,QD F - LOTE 08,JARDIM COLINA - PORTAL DA ,18047400,355220,Sorocaba,SP,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/420271'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
415243,RODRIGUES LEIRA ODONTOLOGIA LTDA.,SERMED ODONTO,07.154.253/0001-69,415243,07154253000169,RODRIGUES LEIRA ODONTOLOGIA LTDA.,SERMED ODONTO,True,joana.odonto@sermedsaude.com.br,https://www.odontorl.com.br/,ANTONIO CATRUNFO LEIRA,SOCIO DIRETOR,2006-01-27,2005-08-03,2005-08-03,ODGRP,Odontologia de Grupo,SOM  ,Segmento misto - SM,RUA EPITÁCIO PESSOA,1.722,,CENTRO,14160180,355170,Sertãozinho,SP,False,16,35111601,16,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/415243'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
415821,ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.,ROPE,67.989.434/0001-37,415821,67989434000137,ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.,ROPE,True,ropeodontologia@terra.com.br,,RONALDO PETITI JUNIOR,DIRETOR,2008-07-31,2006-11-17,2006-11-17,ODGRP,Odontologia de Grupo,ST   ,Segmento terciario - ST,RUA PEDRO DE TOLEDO,980,CJ.16,VILA CLEMENTINO,04039020,355030,São Paulo,SP,False,11,55791829,11,55791829,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/415821'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
418439,SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA,,14.452.934/0001-79,418439,14452934000179,SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA,,True,safelife@safelife.com.br,www.safelife.com.br,NILSON LANA MACHADO FILHO,ADMINISTRADOR,2012-03-15,2012-03-14,2012-03-14,ADMBN,Administradora de Benefícios,,,RUA CONSELHEIRO CRISPINIANO ,53,10º ANDAR - Conjuntos 101 e 102,REPÚBLICA,01037001,355030,São Paulo,SP,False,11,35243100,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/418439'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
423815,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,PLANO SAGRADA SAUDE,51.212.821/0001-22,423815,51212821000122,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,PLANO SAGRADA SAUDE,True,diretoriaadm@sagradasaude.com.br,,PEDRO HENRIQUE OLIVEIRA ASCENCAO,Diretor Jurídico,2024-03-27,2024-01-02,2024-01-02,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,Av Minas Gerais,90,loja 11,Miranda,38444128,310350,Araguari,MG,False,34,35123800,34,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/423815'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
419567,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,19.663.787/0001-08,419567,19663787000108,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,True,LUCIANO@MEZZOPLANEJAMENTO.COM.BR,,LUCIANO BASTOS,SóCIO-ADMINISTRADOR,2014-10-08,2014-10-06,2014-10-06,ADMBN,Administradora de Benefícios,,,CALçADA ALDEBARã,153,"2º ANDAR, Sl 22, PARTE, CENTRO DE APOIO ",ALPHAVILLE,06541055,354730,Santana de Parnaíba,SP,False,11,31275400,11,31275443,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/419567'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422746,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,,40.038.813/0001-95,422746,40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,,True,adilson@salusmedsaude.com.br,https://portal.salusmedsaude.com.br,JOSÉ ADILSON BONATTO,Diretor,2021-07-16,2021-05-11,2021-05-11,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,Av Dr José Bonifácio Coutinho Nogueira,150,Térreo,Jd. Madalena,13091611,350950,Campinas,SP,False,19,981572304,19,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422746'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422860,SALUTY ADMINISTRADORA DE BENEFICIOS LTDA,,41.397.957/0001-09,422860,41397957000109,SALUTY ADMINISTRADORA DE BENEFICIOS LTDA,,True,leonardo@unimedicasaude.com,,PABLO DAMIAO DA SILVA SANTOS,SÓCIO ADMINISTRADOR,2021-06-16,2021-06-14,2021-06-14,ADMBN,Administradora de Benefícios,,,Avenida Ator José Wilker,605,bloco B - Sala 659,Jacarepaguá,22775024,330455,Rio de Janeiro,RJ,False,,,,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422860'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
424421,SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA,SALVE SAÚDE,58.324.562/0001-70,424421,58324562000170,SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA,SALVE SAÚDE,True,paulo@salvesaude.com.br,,PAULO ROBERTO GONZAGA CAMPOS,ADMINISTRADOR,2025-04-01,2025-03-24,2025-03-24,ADMBN,Administradora de Benefícios,,,Rua do Rosário,01,5º Andar,Centro,20041003,330455,Rio de Janeiro,RJ,False,21,22112043,21,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/424421'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
335614,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,MEDSENIOR,31.466.949/0001-05,335614,31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,MEDSENIOR,True,samedil@medsenior.com.br,www.medsenior.com.br,MAELY GUILHERME BOTELHO COELHO FILHO,DIRETOR ADMINISTRATIVO FINANCEIRO,2015-12-18,2015-12-17,1998-12-30,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA PEDRO FONSECA,170,,MONTE BELO,29053280,320530,Vitória,ES,False,27,30255505,27,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/335614'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
367095,SAMEL PLANO DE SAÚDE LTDA,SAMEL,84.537.141/0001-38,367095,84537141000138,SAMEL PLANO DE SAÚDE LTDA,SAMEL,True,contabilidade@samel.com.br,www.samel.com.br,LUÍS ALBERTO SALDANHA NICOLAU,DIRETOR EXECUTIVO,2014-08-12,2014-08-07,1998-12-29,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA JOAQUIM NABUCO,1666,,CENTRO,69020031,130260,Manaus,AM,False,92,21292200,92,21292256,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/367095'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
415901,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,SAME,41.369.935/0001-27,415901,41369935000127,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,SAME,True,samemedicina19@gmail.com,https://samesaude.com.br,FRANCISCO DE ASSIS BANDEIRA,REPRESENTANTE JUNTO A ANS,2010-09-29,2007-01-29,2007-01-29,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RODOVIA 222 - KM 02,S/N,,JARDIM AMÉRICA,65930000,210005,Açailândia,MA,False,99,35381750,99,35381038,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/415901'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
422398,SAMI ASSISTÊNCIA MÉDICA LTDA,,36.567.721/0001-25,422398,36567721000125,SAMI ASSISTÊNCIA MÉDICA LTDA,,True,nadja.ferreira@samisaude.com,,NADJA ARAUJO FERREIRA,GERENTE,2020-10-27,2020-09-10,2020-09-10,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,ALAMEDA VICENTE PINZON,54,SALAS 11A E 11 B,VILA OLIMPIA,04547130,355030,São Paulo,SP,False,11,993645067,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/422398'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
340162,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,SAMIG SAÚDE,42.425.561/0001-82,340162,42425561000182,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,SAMIG SAÚDE ,True,regulacao.ans@samig.com.br,www.samig.com.br,ANDERSON DA SILVA MARQUES,Sócio Administrador,2007-04-04,2006-05-22,1998-12-28,MEGRP,Medicina de Grupo,SSP  ,Segmento secundario principal - SSP,Estrada do Dendê,563,Tauá,ILHA DO GOVERNADOR,21920000,330455,Rio de Janeiro,RJ,False,21,33839444,21,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/340162'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
343676,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,SAMOC,33.721.226/0001-30,343676,33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA,SAMOC,True,samoc@samoc.com.br,,JOSE ROBERTO SCAF,DIRETOR GERAL,2015-10-13,2015-09-30,1998-12-17,MEGRP,Medicina de Grupo,SPP  ,Segmento primario principal - SPP,RUA SILVIO ROMERO,37,,SANTA TEREZA,20230100,330455,Rio de Janeiro,RJ,False,21,25088395,21,25088395,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/343676'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
342033,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,SAMP,02.403.281/0001-59,342033,02403281000159,SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA,SAMP,True,assessoriajuridica@samp.com.br,https://www2.samp.com.br/,FÁBIO MINAMISAWA HIROTA,REPRESENTANTE,2007-09-10,2006-06-23,1998-12-22,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,RUA PADRE ANTONIO RIBEIRO PINTO,195,"SALAS 301,401 A 406 ED. GUIZZARDI CENTER",PRAIA DO SUÁ,29052290,320530,Vitória,ES,False,27,33349000,27,33258288,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/342033'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
408522,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,SASC SANTA CASA DE SAÚDE COMPLEMENTAR,24.729.097/0001-36,408522,24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,SASC SANTA CASA DE SAÚDE COMPLEMENTAR,True,ass.adm.santacasa@gmail.com,www.santacasamisericordisjdr.com.br,AGOSTINHO SIMOES COELHO,PROVEDOR,2019-01-28,2019-01-04,1999-09-23,FILAN,Filantropia,SSP  ,Segmento secundario principal - SSP,AVENIDA TIRADENTES,389,,CENTRO,36307346,316250,São João del Rei,MG,False,03,233792000,03,233792051,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/408522'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
421197,SANTA CASA DE MAUÁ SAÚDE,SANTA CASA DE MAUÁ SAÚDE,08.225.953/0001-60,421197,08225953000160,SANTA CASA DE MAUÁ SAÚDE,SANTA CASA DE MAUÁ SAÚDE,True,superintendencia@santacasamaua.org.br,https://santacasamauasaude.com.br/,HARRY HORST WALENDY FILHO,PRESIDENTE,2018-06-26,2018-03-18,2018-03-18,MEGRP,Medicina de Grupo,ST   ,Segmento terciario - ST,AVENIDA DOM JOSÉ GASPAR,168,,MATRIZ,09370670,352940,Mauá,SP,False,11,55554643,11,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/421197'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
342807,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,21.575.709/0001-95,342807,21575709000195,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA,True,santacasa@santacasajf.org.br,www.plasc.org.br,JOSÉ SEBASTIÃO PEDROSA,PRESIDENTE DO CONS ADM.,2014-06-30,2014-06-18,1998-12-22,FILAN,Filantropia,SPSUS,Segmento primario principal / SUS - SPP/SUS,AV. BARÃO DO RIO BRANCO,3353,,PASSOS,36021630,313670,Juiz de Fora,MG,False,32,32292239,32,32162557,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/342807'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
345091,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,59.849.182/0001-12,345091,59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,True,jadestro@netsite.com.br,www.gruposantacasa.com.br,ANTONIO LUIS SOARES,PROVEDOR,2010-12-22,2010-12-20,1998-12-24,FILAN,Filantropia,SPSUS,Segmento primario principal / SUS - SPP/SUS,RUA PIRATININGA,1221,,CENTRO,14600000,354940,São Joaquim da Barra,SP,False,16,38104000,16,38104022,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/345091'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
306045,SANTA CASA DE MISERICÓRDIA DE TUPÃ,PLANO SANTA CASA SAUDE DE TUPÃ,72.547.623/0001-90,306045,72547623000190,SANTA CASA DE MISERICÓRDIA DE TUPÃ,PLANO SANTA CASA SAUDE DE TUPÃ,True,administrador@santacasatupa.org.br,www.santacasatupa.org.br,VALDIR ANTONIO BETTIO,PROVEDOR,2020-08-12,2020-07-16,1998-12-28,FILAN,Filantropia,SPSUS,Segmento primario principal / SUS - SPP/SUS,RUA MANOEL FERREIRA DAMIÃO,426,,VILA ABARCA,17601901,355500,Tupã,SP,False,14,34045555,14,,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/306045'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
330116,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,SANSAÚDE,72.957.814/0001-20,330116,72957814000120,SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA,SANSAÚDE,True,adm@sansaude.com.br,www.sansaude.com.br,AMARO RICARDO QUEIROZ RODERO,Provedor,2015-04-08,2006-08-28,1998-12-22,FILAN,Filantropia,SPSUS,Segmento primario principal / SUS - SPP/SUS,RUA MINAS GERAIS,3051,,SANTA ELISA,15500000,355710,Votuporanga,SP,False,17,34059133,17,34059133,"{'self': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras/330116'}, 'operadoras': {'href': 'https://www.ans.gov.br/operadoras-entity/v1/operadoras{?razao_social,nome_fantasia,cnpj,ativa,page,size,sort}', 'templated': True}}",
